,Arithmetic Mean,1st Max Value,Date Local,County Name,City Name,State Name
0,1.9458330000000001,3.8,2020-01-01,Jefferson,Birmingham,Alabama
1,4.829167,8.8,2020-01-02,Jefferson,Birmingham,Alabama
2,2.458333,4.1,2020-01-03,Jefferson,Birmingham,Alabama
3,5.9625,11.4,2020-01-04,Jefferson,Birmingham,Alabama
4,2.4083330000000003,4.9,2020-01-05,Jefferson,Birmingham,Alabama
5,2.891667,5.9,2020-01-06,Jefferson,Birmingham,Alabama
6,5.470833,8.4,2020-01-07,Jefferson,Birmingham,Alabama
7,1.395833,2.4,2020-01-08,Jefferson,Birmingham,Alabama
8,4.904167,9.7,2020-01-09,Jefferson,Birmingham,Alabama
9,7.5833330000000005,9.6,2020-01-10,Jefferson,Birmingham,Alabama
10,8.725,14.1,2020-01-11,Jefferson,Birmingham,Alabama
11,1.633333,3.9,2020-01-12,Jefferson,Birmingham,Alabama
12,2.733333,5.2,2020-01-13,Jefferson,Birmingham,Alabama
13,3.166667,5.1000000000000005,2020-01-14,Jefferson,Birmingham,Alabama
14,2.879167,5.1000000000000005,2020-01-15,Jefferson,Birmingham,Alabama
15,5.945833,8.8,2020-01-16,Jefferson,Birmingham,Alabama
16,5.491667,9.2,2020-01-17,Jefferson,Birmingham,Alabama
17,5.9375,8.4,2020-01-18,Jefferson,Birmingham,Alabama
18,6.154167,8.0,2020-01-19,Jefferson,Birmingham,Alabama
19,5.658333,7.0,2020-01-20,Jefferson,Birmingham,Alabama
20,4.7083330000000005,7.5,2020-01-21,Jefferson,Birmingham,Alabama
21,2.6375,3.9,2020-01-22,Jefferson,Birmingham,Alabama
22,4.529167,6.8,2020-01-23,Jefferson,Birmingham,Alabama
23,5.479167,8.3,2020-01-24,Jefferson,Birmingham,Alabama
24,3.0500000000000003,5.5,2020-01-25,Jefferson,Birmingham,Alabama
25,1.8916669999999998,3.8,2020-01-26,Jefferson,Birmingham,Alabama
26,2.5333330000000003,4.7,2020-01-27,Jefferson,Birmingham,Alabama
27,1.529167,3.6,2020-01-28,Jefferson,Birmingham,Alabama
28,2.3125,4.3,2020-01-29,Jefferson,Birmingham,Alabama
29,1.879167,4.4,2020-01-30,Jefferson,Birmingham,Alabama
30,3.3458330000000003,4.9,2020-01-31,Jefferson,Birmingham,Alabama
62,0.7125,2.2,2020-01-01,Jefferson,Birmingham,Alabama
63,1.445833,3.6,2020-01-02,Jefferson,Birmingham,Alabama
64,1.129167,2.5,2020-01-03,Jefferson,Birmingham,Alabama
65,3.1,4.8,2020-01-04,Jefferson,Birmingham,Alabama
66,1.2,2.9,2020-01-05,Jefferson,Birmingham,Alabama
67,1.454167,3.0,2020-01-06,Jefferson,Birmingham,Alabama
68,2.5958330000000003,4.8,2020-01-07,Jefferson,Birmingham,Alabama
69,0.7583329999999999,1.9,2020-01-08,Jefferson,Birmingham,Alabama
70,1.8291669999999998,3.5,2020-01-09,Jefferson,Birmingham,Alabama
71,2.5,4.8,2020-01-10,Jefferson,Birmingham,Alabama
72,2.229167,4.1,2020-01-11,Jefferson,Birmingham,Alabama
73,0.7541669999999999,1.8,2020-01-12,Jefferson,Birmingham,Alabama
74,1.0625,3.2,2020-01-13,Jefferson,Birmingham,Alabama
75,0.9875,2.2,2020-01-14,Jefferson,Birmingham,Alabama
76,1.216667,3.1,2020-01-15,Jefferson,Birmingham,Alabama
77,3.4875000000000003,4.9,2020-01-16,Jefferson,Birmingham,Alabama
78,2.9708330000000003,4.2,2020-01-17,Jefferson,Birmingham,Alabama
79,2.1750000000000003,3.8,2020-01-18,Jefferson,Birmingham,Alabama
80,4.316667,5.5,2020-01-19,Jefferson,Birmingham,Alabama
81,3.975,5.0,2020-01-20,Jefferson,Birmingham,Alabama
82,3.029167,4.4,2020-01-21,Jefferson,Birmingham,Alabama
83,1.85,3.5,2020-01-22,Jefferson,Birmingham,Alabama
84,2.1958330000000004,5.2,2020-01-23,Jefferson,Birmingham,Alabama
85,2.029167,3.6,2020-01-24,Jefferson,Birmingham,Alabama
86,1.333333,3.1,2020-01-25,Jefferson,Birmingham,Alabama
87,0.741667,2.0,2020-01-26,Jefferson,Birmingham,Alabama
88,1.2833329999999998,3.0,2020-01-27,Jefferson,Birmingham,Alabama
89,0.729167,1.8,2020-01-28,Jefferson,Birmingham,Alabama
90,1.258333,2.5,2020-01-29,Jefferson,Birmingham,Alabama
91,1.2875,3.2,2020-01-30,Jefferson,Birmingham,Alabama
92,2.016667,3.0,2020-01-31,Jefferson,Birmingham,Alabama
124,0.783333,2.1,2020-01-01,Denali ,Not in a city,Alaska
125,0.391667,0.8,2020-01-02,Denali ,Not in a city,Alaska
126,0.416667,1.0,2020-01-03,Denali ,Not in a city,Alaska
127,0.425,0.8,2020-01-04,Denali ,Not in a city,Alaska
128,0.416667,0.6,2020-01-05,Denali ,Not in a city,Alaska
129,0.433333,0.6,2020-01-06,Denali ,Not in a city,Alaska
130,0.35000000000000003,0.8,2020-01-07,Denali ,Not in a city,Alaska
131,0.408333,0.8,2020-01-08,Denali ,Not in a city,Alaska
132,0.425,0.8,2020-01-09,Denali ,Not in a city,Alaska
133,0.45,0.8,2020-01-10,Denali ,Not in a city,Alaska
134,0.658333,1.4,2020-01-11,Denali ,Not in a city,Alaska
135,1.466667,3.7,2020-01-12,Denali ,Not in a city,Alaska
136,0.31666700000000003,1.0,2020-01-13,Denali ,Not in a city,Alaska
137,0.945833,2.9,2020-01-14,Denali ,Not in a city,Alaska
138,0.766667,1.6,2020-01-15,Denali ,Not in a city,Alaska
139,0.383333,0.8,2020-01-16,Denali ,Not in a city,Alaska
140,0.641667,1.6,2020-01-17,Denali ,Not in a city,Alaska
141,0.741667,1.4,2020-01-18,Denali ,Not in a city,Alaska
142,0.45,1.2,2020-01-19,Denali ,Not in a city,Alaska
143,0.383333,0.8,2020-01-20,Denali ,Not in a city,Alaska
144,0.423529,0.8,2020-01-21,Denali ,Not in a city,Alaska
145,1.5375,3.5,2020-02-04,Denali ,Not in a city,Alaska
146,1.041667,2.9,2020-02-05,Denali ,Not in a city,Alaska
147,1.5125000000000002,2.7,2020-02-06,Denali ,Not in a city,Alaska
148,2.3000000000000003,5.4,2020-02-07,Denali ,Not in a city,Alaska
149,3.616667,7.4,2020-02-08,Denali ,Not in a city,Alaska
150,2.404167,5.2,2020-02-09,Denali ,Not in a city,Alaska
151,1.1875,2.7,2020-02-10,Denali ,Not in a city,Alaska
152,0.433333,0.8,2020-02-11,Denali ,Not in a city,Alaska
153,0.745833,1.7,2020-02-12,Denali ,Not in a city,Alaska
154,0.675,1.6,2020-02-13,Denali ,Not in a city,Alaska
155,0.35000000000000003,0.6,2020-02-14,Denali ,Not in a city,Alaska
156,0.3,0.6,2020-02-15,Denali ,Not in a city,Alaska
157,0.8250000000000001,2.7,2020-02-16,Denali ,Not in a city,Alaska
158,3.1875,5.0,2020-02-17,Denali ,Not in a city,Alaska
159,2.575,5.2,2020-02-18,Denali ,Not in a city,Alaska
160,1.616667,4.1,2020-02-19,Denali ,Not in a city,Alaska
161,2.375,4.5,2020-02-20,Denali ,Not in a city,Alaska
162,0.55,1.4,2020-02-21,Denali ,Not in a city,Alaska
163,1.195833,3.1,2020-02-22,Denali ,Not in a city,Alaska
164,0.85,2.7,2020-02-23,Denali ,Not in a city,Alaska
165,0.7250000000000001,1.4,2020-02-24,Denali ,Not in a city,Alaska
166,0.6,1.2,2020-02-25,Denali ,Not in a city,Alaska
167,0.8416669999999999,1.4,2020-02-26,Denali ,Not in a city,Alaska
168,0.8,1.6,2020-02-27,Denali ,Not in a city,Alaska
169,0.5916669999999999,1.2,2020-02-28,Denali ,Not in a city,Alaska
170,1.9666669999999997,4.5,2020-02-29,Denali ,Not in a city,Alaska
218,4.554167,8.0,2020-01-01,Cochise,Not in a city,Arizona
219,3.8409089999999995,8.700000000000001,2020-01-02,Cochise,Not in a city,Arizona
220,5.120833,8.5,2020-01-03,Cochise,Not in a city,Arizona
221,5.2875000000000005,9.1,2020-01-04,Cochise,Not in a city,Arizona
222,6.879167,10.1,2020-01-05,Cochise,Not in a city,Arizona
223,6.633333,9.3,2020-01-06,Cochise,Not in a city,Arizona
224,8.808333,11.1,2020-01-07,Cochise,Not in a city,Arizona
225,5.933332999999998,9.3,2020-01-08,Cochise,Not in a city,Arizona
226,5.391667,11.1,2020-01-09,Cochise,Not in a city,Arizona
227,3.775,10.5,2020-01-10,Cochise,Not in a city,Arizona
228,3.9708330000000003,7.4,2020-01-11,Cochise,Not in a city,Arizona
229,4.375,9.1,2020-01-12,Cochise,Not in a city,Arizona
230,5.308333,9.5,2020-01-13,Cochise,Not in a city,Arizona
231,7.362500000000002,9.5,2020-01-14,Cochise,Not in a city,Arizona
232,5.291667,8.700000000000001,2020-01-15,Cochise,Not in a city,Arizona
233,3.941667,7.8,2020-01-16,Cochise,Not in a city,Arizona
234,4.8625,7.8,2020-01-17,Cochise,Not in a city,Arizona
235,6.308332999999998,10.3,2020-01-18,Cochise,Not in a city,Arizona
236,6.6375,13.0,2020-01-19,Cochise,Not in a city,Arizona
237,8.233333,11.7,2020-01-20,Cochise,Not in a city,Arizona
238,2.3458330000000003,4.9,2020-01-21,Cochise,Not in a city,Arizona
239,3.816667,6.2,2020-01-22,Cochise,Not in a city,Arizona
240,4.366667,7.4,2020-01-23,Cochise,Not in a city,Arizona
241,5.004167,8.4,2020-01-24,Cochise,Not in a city,Arizona
242,5.616667,8.5,2020-01-25,Cochise,Not in a city,Arizona
243,6.041667,8.4,2020-01-26,Cochise,Not in a city,Arizona
244,5.404167,11.1,2020-01-27,Cochise,Not in a city,Arizona
245,5.291667,8.9,2020-01-28,Cochise,Not in a city,Arizona
246,4.5625,9.1,2020-01-29,Cochise,Not in a city,Arizona
247,3.5125,7.0,2020-01-30,Cochise,Not in a city,Arizona
248,5.029167,7.8,2020-01-31,Cochise,Not in a city,Arizona
249,5.229167,7.8,2020-02-01,Cochise,Not in a city,Arizona
250,4.316667,8.5,2020-02-02,Cochise,Not in a city,Arizona
251,7.825,18.6,2020-02-03,Cochise,Not in a city,Arizona
252,2.9916669999999996,7.0,2020-02-04,Cochise,Not in a city,Arizona
253,3.7375,8.700000000000001,2020-02-05,Cochise,Not in a city,Arizona
254,4.441667,7.2,2020-02-06,Cochise,Not in a city,Arizona
255,5.179167,8.700000000000001,2020-02-07,Cochise,Not in a city,Arizona
256,5.154167,8.2,2020-02-08,Cochise,Not in a city,Arizona
257,7.791666999999999,14.6,2020-02-09,Cochise,Not in a city,Arizona
258,2.9,4.1,2020-02-10,Cochise,Not in a city,Arizona
259,2.807692,6.2,2020-02-11,Cochise,Not in a city,Arizona
260,3.5352940000000004,7.0,2020-02-12,Cochise,Not in a city,Arizona
261,5.095833,7.0,2020-02-13,Cochise,Not in a city,Arizona
262,5.554167,8.0,2020-02-14,Cochise,Not in a city,Arizona
263,5.870832999999998,8.700000000000001,2020-02-15,Cochise,Not in a city,Arizona
264,6.091667,9.3,2020-02-16,Cochise,Not in a city,Arizona
265,5.983333,8.700000000000001,2020-02-17,Cochise,Not in a city,Arizona
266,6.1625000000000005,9.1,2020-02-18,Cochise,Not in a city,Arizona
267,6.295833,8.9,2020-02-19,Cochise,Not in a city,Arizona
268,9.629167,15.0,2020-02-20,Cochise,Not in a city,Arizona
269,9.233333,15.3,2020-02-21,Cochise,Not in a city,Arizona
270,4.054167,11.1,2020-02-22,Cochise,Not in a city,Arizona
271,4.591667,7.6,2020-02-23,Cochise,Not in a city,Arizona
272,4.4875,7.4,2020-02-24,Cochise,Not in a city,Arizona
273,5.925000000000002,8.700000000000001,2020-02-25,Cochise,Not in a city,Arizona
274,7.195833,12.8,2020-02-26,Cochise,Not in a city,Arizona
275,5.229167,10.5,2020-02-27,Cochise,Not in a city,Arizona
276,5.570833,10.3,2020-02-28,Cochise,Not in a city,Arizona
277,4.695833,9.1,2020-02-29,Cochise,Not in a city,Arizona
338,4.229167,6.2,2020-01-01,Coconino,Grand Canyon Village,Arizona
339,4.15,6.4,2020-01-02,Coconino,Grand Canyon Village,Arizona
340,2.066667,4.1,2020-01-03,Coconino,Grand Canyon Village,Arizona
341,4.3875,7.8,2020-01-04,Coconino,Grand Canyon Village,Arizona
342,4.970833,8.9,2020-01-05,Coconino,Grand Canyon Village,Arizona
343,3.1125000000000003,5.0,2020-01-06,Coconino,Grand Canyon Village,Arizona
344,4.329167,5.6000000000000005,2020-01-07,Coconino,Grand Canyon Village,Arizona
345,7.179167,12.6,2020-01-08,Coconino,Grand Canyon Village,Arizona
346,4.2708330000000005,7.6,2020-01-09,Coconino,Grand Canyon Village,Arizona
347,2.7208330000000003,4.3,2020-01-10,Coconino,Grand Canyon Village,Arizona
348,6.8375,10.3,2020-01-11,Coconino,Grand Canyon Village,Arizona
349,4.6125,8.0,2020-01-12,Coconino,Grand Canyon Village,Arizona
350,7.066667,9.5,2020-01-13,Coconino,Grand Canyon Village,Arizona
351,7.5833330000000005,11.7,2020-01-14,Coconino,Grand Canyon Village,Arizona
352,4.441667,9.3,2020-01-15,Coconino,Grand Canyon Village,Arizona
353,7.8875,12.0,2020-01-16,Coconino,Grand Canyon Village,Arizona
354,6.633333,11.5,2020-01-17,Coconino,Grand Canyon Village,Arizona
355,3.483333,4.5,2020-01-18,Coconino,Grand Canyon Village,Arizona
356,5.2625,13.6,2020-01-19,Coconino,Grand Canyon Village,Arizona
357,5.791667,10.3,2020-01-20,Coconino,Grand Canyon Village,Arizona
358,4.016667,5.6000000000000005,2020-01-21,Coconino,Grand Canyon Village,Arizona
359,3.15,6.4,2020-01-22,Coconino,Grand Canyon Village,Arizona
360,2.6583330000000003,5.4,2020-01-23,Coconino,Grand Canyon Village,Arizona
361,3.1583330000000003,4.5,2020-01-24,Coconino,Grand Canyon Village,Arizona
362,3.0250000000000004,4.5,2020-01-25,Coconino,Grand Canyon Village,Arizona
363,4.3375,8.0,2020-01-26,Coconino,Grand Canyon Village,Arizona
364,4.95,8.4,2020-01-27,Coconino,Grand Canyon Village,Arizona
365,2.391304,4.1,2020-01-28,Coconino,Grand Canyon Village,Arizona
366,2.858333,5.8,2020-01-29,Coconino,Grand Canyon Village,Arizona
367,2.15,4.9,2020-01-30,Coconino,Grand Canyon Village,Arizona
368,3.091667,8.2,2020-01-31,Coconino,Grand Canyon Village,Arizona
369,3.1333330000000004,6.0,2020-02-01,Coconino,Grand Canyon Village,Arizona
370,9.079167,17.7,2020-02-02,Coconino,Grand Canyon Village,Arizona
371,9.420833,20.4,2020-02-03,Coconino,Grand Canyon Village,Arizona
372,3.0333330000000003,6.6000000000000005,2020-02-04,Coconino,Grand Canyon Village,Arizona
373,2.4291669999999996,4.5,2020-02-05,Coconino,Grand Canyon Village,Arizona
374,4.329167,5.4,2020-02-06,Coconino,Grand Canyon Village,Arizona
375,4.120833,6.2,2020-02-07,Coconino,Grand Canyon Village,Arizona
376,7.1000000000000005,11.8,2020-02-08,Coconino,Grand Canyon Village,Arizona
377,6.891667,11.3,2020-02-09,Coconino,Grand Canyon Village,Arizona
378,3.6375,5.8,2020-02-10,Coconino,Grand Canyon Village,Arizona
379,2.833333,4.7,2020-02-11,Coconino,Grand Canyon Village,Arizona
380,3.3625000000000003,6.6000000000000005,2020-02-12,Coconino,Grand Canyon Village,Arizona
381,2.954167,4.7,2020-02-13,Coconino,Grand Canyon Village,Arizona
382,3.491667,5.2,2020-02-14,Coconino,Grand Canyon Village,Arizona
383,4.566667,6.4,2020-02-15,Coconino,Grand Canyon Village,Arizona
384,6.891667,9.7,2020-02-16,Coconino,Grand Canyon Village,Arizona
385,4.3125,7.6,2020-02-17,Coconino,Grand Canyon Village,Arizona
386,3.1333330000000004,4.9,2020-02-18,Coconino,Grand Canyon Village,Arizona
387,4.229167,5.4,2020-02-19,Coconino,Grand Canyon Village,Arizona
388,4.9750000000000005,8.4,2020-02-20,Coconino,Grand Canyon Village,Arizona
389,4.4583330000000005,6.2,2020-02-21,Coconino,Grand Canyon Village,Arizona
390,5.866667,9.9,2020-02-22,Coconino,Grand Canyon Village,Arizona
391,5.8958330000000005,9.5,2020-02-23,Coconino,Grand Canyon Village,Arizona
392,5.279167,8.0,2020-02-24,Coconino,Grand Canyon Village,Arizona
393,4.65,8.0,2020-02-25,Coconino,Grand Canyon Village,Arizona
394,2.9,5.0,2020-02-26,Coconino,Grand Canyon Village,Arizona
395,2.3000000000000003,3.9,2020-02-27,Coconino,Grand Canyon Village,Arizona
396,4.258333,7.2,2020-02-28,Coconino,Grand Canyon Village,Arizona
397,6.679167,10.7,2020-02-29,Coconino,Grand Canyon Village,Arizona
459,1.4083329999999998,3.5,2020-01-01,Maricopa,Phoenix,Arizona
460,2.05,5.4,2020-01-02,Maricopa,Phoenix,Arizona
461,0.991667,1.8,2020-01-03,Maricopa,Phoenix,Arizona
462,0.991667,2.2,2020-01-04,Maricopa,Phoenix,Arizona
463,1.066667,2.9,2020-01-05,Maricopa,Phoenix,Arizona
464,1.304167,3.2,2020-01-06,Maricopa,Phoenix,Arizona
465,1.591667,5.5,2020-01-07,Maricopa,Phoenix,Arizona
466,1.8583330000000002,4.5,2020-01-08,Maricopa,Phoenix,Arizona
467,2.6750000000000003,6.3,2020-01-09,Maricopa,Phoenix,Arizona
468,2.9375,5.0,2020-01-10,Maricopa,Phoenix,Arizona
469,2.183333,4.7,2020-01-11,Maricopa,Phoenix,Arizona
470,1.1625,3.2,2020-01-12,Maricopa,Phoenix,Arizona
471,1.170833,3.4,2020-01-13,Maricopa,Phoenix,Arizona
472,1.1125,2.7,2020-01-14,Maricopa,Phoenix,Arizona
473,0.683333,1.8,2020-01-15,Maricopa,Phoenix,Arizona
474,2.441667,6.7,2020-01-16,Maricopa,Phoenix,Arizona
475,2.1750000000000003,4.8,2020-01-17,Maricopa,Phoenix,Arizona
476,1.075,2.9,2020-01-18,Maricopa,Phoenix,Arizona
477,1.4875,4.9,2020-01-19,Maricopa,Phoenix,Arizona
478,2.545833,6.3,2020-01-20,Maricopa,Phoenix,Arizona
479,2.0541669999999996,5.6000000000000005,2020-01-21,Maricopa,Phoenix,Arizona
480,1.225,2.6,2020-01-22,Maricopa,Phoenix,Arizona
481,1.0,2.6,2020-01-23,Maricopa,Phoenix,Arizona
482,0.983333,2.9,2020-01-24,Maricopa,Phoenix,Arizona
483,1.308333,2.5,2020-01-25,Maricopa,Phoenix,Arizona
484,1.195833,3.3000000000000003,2020-01-26,Maricopa,Phoenix,Arizona
485,3.091667,8.3,2020-01-27,Maricopa,Phoenix,Arizona
486,1.2833329999999998,3.1,2020-01-28,Maricopa,Phoenix,Arizona
487,1.9125,4.7,2020-01-29,Maricopa,Phoenix,Arizona
488,2.266667,4.7,2020-01-30,Maricopa,Phoenix,Arizona
489,1.354167,2.6,2020-01-31,Maricopa,Phoenix,Arizona
521,1.8125,3.2,2020-01-01,Maricopa,Mesa,Arizona
522,1.65,4.0,2020-01-02,Maricopa,Mesa,Arizona
523,1.7958330000000002,3.2,2020-01-03,Maricopa,Mesa,Arizona
524,1.75,3.5,2020-01-04,Maricopa,Mesa,Arizona
525,1.458333,3.0,2020-01-05,Maricopa,Mesa,Arizona
526,2.779167,5.2,2020-01-06,Maricopa,Mesa,Arizona
527,3.5500000000000003,7.5,2020-01-07,Maricopa,Mesa,Arizona
528,1.583333,2.9,2020-01-08,Maricopa,Mesa,Arizona
529,2.8833330000000004,5.4,2020-01-09,Maricopa,Mesa,Arizona
530,1.6125,4.8,2020-01-10,Maricopa,Mesa,Arizona
531,2.35,3.6,2020-01-11,Maricopa,Mesa,Arizona
532,2.0625,5.4,2020-01-12,Maricopa,Mesa,Arizona
533,1.895833,3.3000000000000003,2020-01-13,Maricopa,Mesa,Arizona
534,2.208696,4.3,2020-01-14,Maricopa,Mesa,Arizona
535,2.665217,5.0,2020-01-15,Maricopa,Mesa,Arizona
536,3.645833,9.3,2020-01-16,Maricopa,Mesa,Arizona
537,1.979167,3.9,2020-01-17,Maricopa,Mesa,Arizona
538,2.825,5.9,2020-01-18,Maricopa,Mesa,Arizona
539,4.716667,9.3,2020-01-19,Maricopa,Mesa,Arizona
540,3.454167,7.6,2020-01-20,Maricopa,Mesa,Arizona
541,1.6541669999999997,6.1000000000000005,2020-01-21,Maricopa,Mesa,Arizona
542,1.433333,4.0,2020-01-22,Maricopa,Mesa,Arizona
543,1.916667,3.6,2020-01-23,Maricopa,Mesa,Arizona
544,2.066667,4.2,2020-01-24,Maricopa,Mesa,Arizona
545,1.8291669999999998,2.9,2020-01-25,Maricopa,Mesa,Arizona
546,1.433333,3.0,2020-01-26,Maricopa,Mesa,Arizona
547,2.9875000000000003,8.8,2020-01-27,Maricopa,Mesa,Arizona
548,2.329167,6.3,2020-01-28,Maricopa,Mesa,Arizona
549,2.0333330000000003,3.6,2020-01-29,Maricopa,Mesa,Arizona
550,2.8666669999999996,5.6000000000000005,2020-01-30,Maricopa,Mesa,Arizona
551,2.558333,7.0,2020-01-31,Maricopa,Mesa,Arizona
583,0.945833,2.0,2020-01-01,Maricopa,Phoenix,Arizona
584,1.316667,4.1,2020-01-02,Maricopa,Phoenix,Arizona
585,1.175,2.2,2020-01-03,Maricopa,Phoenix,Arizona
586,0.9875,1.8,2020-01-04,Maricopa,Phoenix,Arizona
587,1.033333,1.8,2020-01-05,Maricopa,Phoenix,Arizona
588,1.5375,3.2,2020-01-06,Maricopa,Phoenix,Arizona
589,1.895833,5.8,2020-01-07,Maricopa,Phoenix,Arizona
590,1.8708330000000002,4.0,2020-01-08,Maricopa,Phoenix,Arizona
591,2.4875000000000003,8.5,2020-01-09,Maricopa,Phoenix,Arizona
592,2.5708330000000004,9.3,2020-01-10,Maricopa,Phoenix,Arizona
593,2.004167,4.9,2020-01-11,Maricopa,Phoenix,Arizona
594,1.120833,2.5,2020-01-12,Maricopa,Phoenix,Arizona
595,1.4875,2.3000000000000003,2020-01-13,Maricopa,Phoenix,Arizona
596,1.204167,3.0,2020-01-14,Maricopa,Phoenix,Arizona
597,0.9875,2.4,2020-01-15,Maricopa,Phoenix,Arizona
598,2.829167,7.0,2020-01-16,Maricopa,Phoenix,Arizona
599,2.154167,6.3,2020-01-17,Maricopa,Phoenix,Arizona
600,1.2833329999999998,2.9,2020-01-18,Maricopa,Phoenix,Arizona
601,2.233333,4.3,2020-01-19,Maricopa,Phoenix,Arizona
602,2.4708330000000003,5.8,2020-01-20,Maricopa,Phoenix,Arizona
603,0.991667,3.0,2020-01-21,Maricopa,Phoenix,Arizona
604,1.154167,2.6,2020-01-22,Maricopa,Phoenix,Arizona
605,1.379167,2.3000000000000003,2020-01-23,Maricopa,Phoenix,Arizona
606,1.458333,2.6,2020-01-24,Maricopa,Phoenix,Arizona
607,1.104167,2.3000000000000003,2020-01-25,Maricopa,Phoenix,Arizona
608,1.270833,2.4,2020-01-26,Maricopa,Phoenix,Arizona
609,2.370833,7.3,2020-01-27,Maricopa,Phoenix,Arizona
610,1.583333,5.1000000000000005,2020-01-28,Maricopa,Phoenix,Arizona
611,1.483333,3.8,2020-01-29,Maricopa,Phoenix,Arizona
612,1.8416669999999997,3.6,2020-01-30,Maricopa,Phoenix,Arizona
613,1.3125,3.4,2020-01-31,Maricopa,Phoenix,Arizona
645,2.65,7.6,2020-01-01,Maricopa,Mesa,Arizona
646,3.216667,5.6000000000000005,2020-01-02,Maricopa,Mesa,Arizona
647,3.775,6.5,2020-01-03,Maricopa,Mesa,Arizona
648,3.3000000000000003,6.3,2020-01-04,Maricopa,Mesa,Arizona
649,2.625,6.2,2020-01-05,Maricopa,Mesa,Arizona
650,5.2708330000000005,8.8,2020-01-06,Maricopa,Mesa,Arizona
651,6.845833,12.8,2020-01-07,Maricopa,Mesa,Arizona
652,2.579167,4.6000000000000005,2020-01-08,Maricopa,Mesa,Arizona
653,3.741667,6.7,2020-01-09,Maricopa,Mesa,Arizona
654,2.520833,5.6000000000000005,2020-01-10,Maricopa,Mesa,Arizona
655,2.9250000000000003,6.9,2020-01-11,Maricopa,Mesa,Arizona
656,3.404167,8.3,2020-01-12,Maricopa,Mesa,Arizona
657,3.254167,6.1000000000000005,2020-01-13,Maricopa,Mesa,Arizona
658,4.0,7.6,2020-01-14,Maricopa,Mesa,Arizona
659,4.754167,9.1,2020-01-15,Maricopa,Mesa,Arizona
660,5.541667,14.7,2020-01-16,Maricopa,Mesa,Arizona
661,2.7208330000000003,5.4,2020-01-17,Maricopa,Mesa,Arizona
662,5.720833,9.2,2020-01-18,Maricopa,Mesa,Arizona
663,7.454167,12.0,2020-01-19,Maricopa,Mesa,Arizona
664,5.65,11.0,2020-01-20,Maricopa,Mesa,Arizona
665,1.970833,4.9,2020-01-21,Maricopa,Mesa,Arizona
666,1.8375,3.3000000000000003,2020-01-22,Maricopa,Mesa,Arizona
667,3.329167,9.4,2020-01-23,Maricopa,Mesa,Arizona
668,3.9875,9.6,2020-01-24,Maricopa,Mesa,Arizona
669,3.0,7.7,2020-01-25,Maricopa,Mesa,Arizona
670,2.604167,5.2,2020-01-26,Maricopa,Mesa,Arizona
671,3.5333330000000003,8.9,2020-01-27,Maricopa,Mesa,Arizona
672,4.1375,8.5,2020-01-28,Maricopa,Mesa,Arizona
673,3.95,7.5,2020-01-29,Maricopa,Mesa,Arizona
674,5.3500000000000005,9.3,2020-01-30,Maricopa,Mesa,Arizona
675,4.991667,12.0,2020-01-31,Maricopa,Mesa,Arizona
707,1.4375,4.1,2020-01-01,Maricopa,Glendale,Arizona
708,2.9708330000000003,7.8,2020-01-02,Maricopa,Glendale,Arizona
709,1.504167,2.8000000000000003,2020-01-03,Maricopa,Glendale,Arizona
710,1.304167,2.5,2020-01-04,Maricopa,Glendale,Arizona
711,1.741667,3.8,2020-01-05,Maricopa,Glendale,Arizona
712,2.004167,5.4,2020-01-06,Maricopa,Glendale,Arizona
713,2.1791669999999996,4.9,2020-01-07,Maricopa,Glendale,Arizona
714,2.1958330000000004,5.9,2020-01-08,Maricopa,Glendale,Arizona
715,3.433333,8.4,2020-01-09,Maricopa,Glendale,Arizona
716,3.9,7.5,2020-01-10,Maricopa,Glendale,Arizona
717,2.766667,6.0,2020-01-11,Maricopa,Glendale,Arizona
718,1.441667,2.9,2020-01-12,Maricopa,Glendale,Arizona
719,1.916667,3.6,2020-01-13,Maricopa,Glendale,Arizona
720,1.5958329999999998,4.1,2020-01-14,Maricopa,Glendale,Arizona
721,1.4,2.7,2020-01-15,Maricopa,Glendale,Arizona
722,3.35,7.4,2020-01-16,Maricopa,Glendale,Arizona
723,2.5625,6.6000000000000005,2020-01-17,Maricopa,Glendale,Arizona
724,1.7333330000000002,4.9,2020-01-18,Maricopa,Glendale,Arizona
725,3.3875,6.2,2020-01-19,Maricopa,Glendale,Arizona
726,2.9875000000000003,8.2,2020-01-20,Maricopa,Glendale,Arizona
727,2.1625,4.2,2020-01-21,Maricopa,Glendale,Arizona
728,1.7,3.8,2020-01-22,Maricopa,Glendale,Arizona
729,1.7833329999999998,3.6,2020-01-23,Maricopa,Glendale,Arizona
730,1.5750000000000002,3.2,2020-01-24,Maricopa,Glendale,Arizona
731,1.7458330000000002,3.0,2020-01-25,Maricopa,Glendale,Arizona
732,1.433333,3.4,2020-01-26,Maricopa,Glendale,Arizona
733,3.304167,11.4,2020-01-27,Maricopa,Glendale,Arizona
734,2.766667,7.2,2020-01-28,Maricopa,Glendale,Arizona
735,2.5125,9.3,2020-01-29,Maricopa,Glendale,Arizona
736,3.0875000000000004,7.1000000000000005,2020-01-30,Maricopa,Glendale,Arizona
737,2.15,5.1000000000000005,2020-01-31,Maricopa,Glendale,Arizona
769,3.625,7.4,2020-01-01,Maricopa,Scottsdale,Arizona
770,2.770833,4.9,2020-01-02,Maricopa,Scottsdale,Arizona
